Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Distance
169.459,-0.12,0.99,-9.61,0.04,-0.06,-0.21,3457.71
169.505,-0.25,0.65,-9.75,0.04,-0.06,-0.21,3456.02
169.552,-0.25,0.65,-9.75,0.04,-0.06,-0.21,3456.02
169.597,-0.17,0.57,-9.68,0.06,-0.08,-0.13,3456.86
169.645,-0.14,0.72,-9.66,0.06,-0.09,-0.04,3457.71
169.737,-0.16,0.7,-9.67,0.06,-0.08,-0.04,3457.29
169.779,-0.16,0.7,-9.67,0.06,-0.08,-0.04,3457.29
169.826,-0.16,0.7,-9.67,0.06,-0.08,-0.04,3457.29
169.871,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.86
169.915,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.86
169.961,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.86
170.004,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.86
170.049,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.86
170.094,-0.17,0.71,-9.68,0.06,-0.08,-0.05,3458.14
170.148,-0.17,0.71,-9.68,0.06,-0.08,-0.05,3458.14
170.18,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.44
170.273,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
170.316,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3457.29
170.362,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3457.29
170.407,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3455.59
170.453,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3455.59
170.499,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3457.29
170.546,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.02
170.592,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.02
170.638,-0.16,0.71,-9.68,0.06,-0.08,-0.05,3456.44
170.683,-0.16,0.71,-9.68,0.06,-0.08,-0.05,3456.44
170.729,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3456.44
170.85,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3456.44
170.918,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3458.14
170.932,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3458.14
170.973,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3458.14
171.017,-0.16,0.71,-9.68,0.06,-0.08,-0.05,3455.59
171.06,-0.16,0.71,-9.68,0.06,-0.08,-0.05,3455.59
171.105,-0.17,0.7,-9.67,0.06,-0.08,-0.05,3457.71
171.153,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3457.29
171.184,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3457.29
171.227,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3457.29
171.336,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3458.14
171.366,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.44
171.41,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.44
171.456,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3456.02
171.499,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3456.02
171.546,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3458.56
171.592,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
171.639,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
171.684,-0.16,0.71,-9.68,0.06,-0.08,-0.05,3457.29
171.729,-0.16,0.71,-9.68,0.06,-0.08,-0.05,3457.29
171.829,-0.16,0.7,-9.67,0.06,-0.08,-0.05,3456.44
171.876,-0.16,0.7,-9.67,0.06,-0.08,-0.05,3456.44
171.921,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3457.71
171.966,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3457.71
172.011,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3457.71
172.057,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.71
172.101,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.71
172.148,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3458.14
172.194,-0.17,0.71,-9.68,0.06,-0.08,-0.05,3457.71
172.241,-0.17,0.71,-9.68,0.06,-0.08,-0.05,3457.71
172.39,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3458.56
172.437,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.44
172.483,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.44
172.529,-0.16,0.7,-9.67,0.06,-0.08,-0.05,3457.29
172.575,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
172.619,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
172.661,-0.18,0.7,-9.67,0.06,-0.08,-0.05,3456.02
172.707,-0.18,0.7,-9.67,0.06,-0.08,-0.05,3456.02
172.755,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.71
172.884,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.71
172.931,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3457.29
172.975,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.02
173.02,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3456.86
173.062,-0.16,0.72,-9.66,0.06,-0.08,-0.05,3456.86
173.105,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3457.71
173.149,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3457.71
173.19,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.02
173.236,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.02
173.281,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.02
173.388,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.02
173.433,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.44
173.478,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
173.524,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
173.57,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.44
173.616,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3458.56
173.662,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3458.56
173.707,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3458.56
173.771,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3458.56
173.789,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3458.56
173.916,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3458.98
173.962,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3458.98
174.007,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3458.98
174.049,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3458.98
174.097,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.44
174.143,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
174.189,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
174.235,-0.16,0.7,-9.66,0.06,-0.08,-0.05,3457.29
174.281,-0.16,0.7,-9.66,0.06,-0.08,-0.05,3457.29
174.329,-0.16,0.7,-9.66,0.06,-0.08,-0.05,3457.29
174.441,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3455.59
174.487,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3455.59
174.533,-0.16,0.72,-9.68,0.06,-0.08,-0.05,3456.86
174.579,-0.16,0.72,-9.68,0.06,-0.08,-0.05,3456.86
174.622,-0.16,0.72,-9.68,0.06,-0.08,-0.05,3457.71
174.665,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3456.02
174.708,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3456.02
174.754,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3456.02
174.8,-0.16,0.71,-9.66,0.06,-0.08,-0.05,3456.02
174.845,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3458.56
174.919,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
174.961,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3457.71
175.006,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3457.71
175.05,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
175.098,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3457.29
175.132,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.86
175.147,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.86
175.202,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3458.56
175.23,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3458.56
175.275,-0.17,0.71,-9.66,0.06,-0.08,-0.05,3458.14
175.321,-0.17,0.71,-9.66,0.06,-0.08,-0.05,3458.14
175.368,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3456.86
175.506,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3456.86
175.551,-0.17,0.72,-9.67,0.06,-0.08,-0.05,3456.86
175.598,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.02
175.642,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.86
175.687,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.86
175.733,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.44
175.781,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.44
175.827,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.44
175.875,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.44
175.955,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3459.41
176.002,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3459.41
176.046,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.44
176.092,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3455.17
176.14,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3455.17
176.188,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3458.14
176.219,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3458.14
176.262,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.86
176.311,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.86
176.358,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.86
176.405,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.86
176.518,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3456.86
176.578,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3457.29
176.611,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3457.29
176.645,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.86
176.675,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3456.86
176.721,-0.16,0.71,-9.67,0.06,-0.08,-0.05,3458.56
176.762,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.86
176.807,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3456.86
176.851,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3457.29
176.893,-0.17,0.71,-9.67,0.06,-0.08,-0.05,3457.29
176.936,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3457.29
177.014,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3457.29
177.055,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3457.29
177.096,-0.16,0.72,-9.67,0.06,-0.08,-0.05,3457.29
177.146,-0.34,0.78,-9.58,0.06,-0.09,-0.04,3457.71
177.174,-0.34,0.78,-9.58,0.06,-0.09,-0.04,3457.71
177.221,-0.11,0.65,-9.67,0.08,-0.09,0.06,3457.29
177.269,-0.11,0.65,-9.67,0.08,-0.09,0.06,3457.29
177.315,-0.03,0.47,-9.67,0.11,0.01,-0.18,3457.71
177.364,-0.03,0.47,-9.67,0.11,0.01,-0.18,3457.71
177.409,-0.25,1.13,-9.47,0.11,-0.03,-0.26,3458.14
177.456,-0.17,0.96,-9.58,0.02,-0.14,-0.27,3457.29
177.571,-0.17,0.96,-9.58,0.02,-0.14,-0.27,3457.29
177.616,-0.43,0.62,-9.7,-0.02,-0.28,0.21,3456.44
177.662,-0.43,0.62,-9.7,-0.02,-0.28,0.21,3456.44
177.708,-0.64,0.8,-9.63,0.04,-0.2,0.19,3454.74
177.754,-0.18,0.3,-9.42,0.1,-0.12,0.23,3455.59
177.8,-0.18,0.3,-9.42,0.1,-0.12,0.23,3455.59
177.847,-0.18,0.3,-9.42,0.1,-0.12,0.23,3455.59
177.891,-0.18,0.3,-9.42,0.1,-0.12,0.23,3455.59
177.937,-0.18,0.3,-9.42,0.1,-0.12,0.23,3455.59
177.994,-0.35,0.64,-9.75,0.11,0.1,0.03,3456.44
178.102,-0.35,0.64,-9.75,0.11,0.1,0.03,3456.44
178.146,-0.21,0.67,-9.65,0.09,0.02,-0.13,3455.59
178.191,-0.28,0.8,-9.66,0.09,-0.04,-0.13,3455.59
178.236,-0.28,0.8,-9.66,0.09,-0.04,-0.13,3455.59
178.282,-0.62,0.89,-9.64,-0.01,-0.24,0.08,3454.32
178.329,-0.62,0.89,-9.64,-0.01,-0.24,0.08,3454.32
178.376,-0.62,0.89,-9.64,-0.01,-0.24,0.08,3454.32
178.424,-0.61,0.91,-9.63,0.07,-0.14,0.14,3454.74
178.456,-0.61,0.91,-9.63,0.07,-0.14,0.14,3454.74
178.502,-0.08,0.59,-9.67,0.11,0.02,0.09,3455.59
178.603,-0.33,0.81,-9.69,0.1,0.07,0.05,3456.02
178.648,-0.21,0.64,-9.7,0.09,-0.01,-0.12,3455.17
178.693,-0.21,0.64,-9.7,0.09,-0.01,-0.12,3455.17
178.736,-0.25,0.75,-9.7,0.08,-0.05,-0.13,3456.44
178.782,-0.25,0.75,-9.7,0.08,-0.05,-0.13,3456.44
178.82,-0.18,0.74,-9.66,0.08,-0.05,-0.13,3456.86
178.866,-0.18,0.74,-9.66,0.08,-0.05,-0.13,3456.86
178.911,-0.18,0.74,-9.66,0.08,-0.05,-0.13,3456.86
178.96,-0.15,0.59,-9.68,0.09,0.02,-0.32,3457.71
179.008,-0.15,0.59,-9.68,0.09,0.02,-0.32,3457.71
179.111,-0.41,0.9,-9.63,0.01,-0.18,0.07,3454.32
179.158,-0.41,0.9,-9.63,0.01,-0.18,0.07,3454.32
179.202,-0.39,0.86,-9.64,0.01,-0.18,0.07,3455.59
179.244,-0.41,0.88,-9.64,0.08,-0.11,0.11,3453.47
179.29,-0.41,0.88,-9.64,0.08,-0.11,0.11,3453.47
179.334,-0.38,0.78,-9.67,0.05,-0.07,0,3456.86
179.396,-0.38,0.78,-9.67,0.05,-0.07,0,3456.86
179.412,-0.24,0.74,-9.66,0.05,-0.07,0,3455.59
179.458,-0.24,0.74,-9.66,0.05,-0.07,0,3455.59
179.505,-0.24,0.74,-9.66,0.05,-0.07,0,3455.59
179.55,-0.22,0.8,-9.69,0.1,0.03,-0.26,3456.02
179.675,-0.07,0.73,-9.57,0.12,0.08,-0.41,3458.14
179.724,-0.71,1.47,-9.72,0.12,0.08,-0.41,3456.02
179.77,-0.19,0.89,-9.61,-0.09,-0.18,-0.14,3454.74
179.818,-0.19,0.89,-9.61,-0.09,-0.18,-0.14,3454.74
179.85,-0.19,0.89,-9.61,-0.09,-0.18,-0.14,3454.74
179.894,-0.19,0.89,-9.61,-0.09,-0.18,-0.14,3454.74
179.939,-0.29,0.81,-9.69,-0.09,-0.18,-0.14,3454.74
179.983,-0.29,0.81,-9.69,-0.09,-0.18,-0.14,3454.74
180.025,-0.29,0.81,-9.69,-0.09,-0.18,-0.14,3454.74
180.071,-0.29,0.81,-9.69,-0.09,-0.18,-0.14,3454.74
180.165,-0.39,0.98,-9.63,0.03,-0.12,-0.05,3453.9
180.211,-0.39,0.98,-9.63,0.03,-0.12,-0.05,3453.9
180.256,-0.22,0.86,-9.65,0.06,-0.12,0.07,3456.02
180.301,-0.23,0.9,-9.62,0.06,-0.07,-0.15,3456.02
180.348,-0.23,0.9,-9.62,0.06,-0.07,-0.15,3456.02
180.395,-0.75,1.33,-9.59,0.07,-0.08,-0.09,3454.32
180.44,0.04,0.48,-9.72,0.07,-0.08,-0.09,3456.44
180.486,0.04,0.48,-9.72,0.07,-0.08,-0.09,3456.44
180.532,0.04,1.23,-9.71,0.06,-0.08,-0.04,3455.59
180.577,0.04,1.23,-9.71,0.06,-0.08,-0.04,3455.59
180.694,-0.27,0.85,-9.65,0.08,-0.12,0.1,3456.02
180.736,-0.27,0.85,-9.65,0.08,-0.12,0.1,3456.02
180.791,-0.27,0.85,-9.65,0.08,-0.12,0.1,3456.02
180.82,-0.29,0.87,-9.64,0.06,-0.13,0.13,3457.29
180.864,-0.29,0.87,-9.64,0.06,-0.13,0.13,3457.29
180.908,-0.29,0.87,-9.64,0.06,-0.13,0.13,3457.29
180.952,-0.29,0.87,-9.64,0.06,-0.13,0.13,3457.29
180.995,-0.31,0.88,-9.63,0.06,-0.11,0.05,3455.17
181.041,-0.33,0.88,-9.65,0.07,-0.09,-0.04,3454.74
181.076,-0.33,0.88,-9.65,0.07,-0.09,-0.04,3454.74
181.19,-0.32,0.87,-9.66,0.07,-0.08,-0.05,3456.44
181.235,-0.32,0.87,-9.66,0.07,-0.08,-0.05,3456.44
181.28,-0.32,0.86,-9.65,0.06,-0.08,-0.05,3453.05
181.329,-0.32,0.86,-9.65,0.06,-0.08,-0.05,3453.05
181.36,-0.31,0.86,-9.65,0.06,-0.08,-0.05,3455.59
181.405,-0.31,0.86,-9.65,0.06,-0.08,-0.05,3455.59
181.452,-0.31,0.86,-9.66,0.06,-0.08,-0.05,3456.02
181.499,-0.31,0.87,-9.65,0.06,-0.08,-0.05,3455.59
181.544,-0.31,0.87,-9.65,0.06,-0.08,-0.05,3455.59
181.591,-0.31,0.87,-9.65,0.06,-0.08,-0.05,3455.17
181.712,-0.32,0.86,-9.66,0.06,-0.08,-0.05,3454.32
181.759,-0.31,0.87,-9.65,0.06,-0.08,-0.05,3455.17
181.804,-0.31,0.87,-9.65,0.06,-0.08,-0.05,3455.17
181.849,-0.31,0.87,-9.65,0.06,-0.08,-0.05,3455.17
181.895,-0.32,0.86,-9.65,0.06,-0.08,-0.05,3455.59
181.939,-0.33,0.86,-9.65,0.06,-0.08,-0.05,3455.17
181.983,-0.33,0.86,-9.65,0.06,-0.08,-0.05,3455.17
182.028,-0.32,0.86,-9.66,0.06,-0.08,-0.05,3455.59
182.073,-0.32,0.86,-9.66,0.06,-0.08,-0.05,3455.59
182.117,-0.33,0.85,-9.66,0.06,-0.08,-0.05,3453.9
182.234,-0.3,0.91,-9.65,0.06,-0.08,-0.04,3455.59
182.265,-0.3,0.91,-9.65,0.06,-0.08,-0.04,3455.59
182.31,-0.3,0.91,-9.65,0.06,-0.08,-0.04,3455.59
182.354,-0.33,0.89,-9.64,0.06,-0.08,-0.05,3455.59
182.4,-0.34,0.86,-9.66,0.06,-0.08,-0.05,3456.86
182.445,-0.34,0.86,-9.66,0.06,-0.08,-0.05,3456.86
182.491,-0.34,0.87,-9.66,0.06,-0.08,-0.05,3454.32
182.538,-0.34,0.87,-9.66,0.06,-0.08,-0.05,3454.32
182.584,-0.34,0.87,-9.65,0.06,-0.08,-0.05,3456.44
182.631,-0.34,0.88,-9.65,0.06,-0.08,-0.05,3455.17
182.712,-0.34,0.86,-9.65,0.06,-0.08,-0.05,3456.02
182.757,-0.34,0.86,-9.65,0.06,-0.08,-0.05,3456.02
182.805,-0.34,0.86,-9.65,0.06,-0.08,-0.05,3456.02
182.838,-0.34,0.86,-9.65,0.06,-0.08,-0.05,3456.02
182.856,-0.34,0.86,-9.65,0.06,-0.08,-0.05,3456.02
182.891,-0.34,0.86,-9.65,0.06,-0.08,-0.05,3456.02
182.935,-0.33,0.88,-9.64,0.06,-0.08,-0.05,3454.32
182.974,-0.33,0.88,-9.64,0.06,-0.08,-0.05,3454.32
183.016,-0.33,0.88,-9.64,0.06,-0.08,-0.05,3454.32
183.056,-0.33,0.88,-9.64,0.06,-0.08,-0.05,3454.32
183.102,-0.33,0.88,-9.64,0.06,-0.08,-0.05,3454.32
183.15,-0.34,0.87,-9.64,0.06,-0.08,-0.05,3454.74
183.238,-0.34,0.87,-9.64,0.06,-0.08,-0.05,3454.74
183.281,-0.32,0.87,-9.65,0.06,-0.08,-0.05,3455.59
183.329,-0.37,0.81,-9.7,0.06,-0.08,-0.05,3455.59
183.377,-0.3,0.96,-9.59,0.07,-0.08,-0.04,3454.32
183.411,-0.3,0.96,-9.59,0.07,-0.08,-0.04,3454.32
183.443,-0.37,0.89,-9.63,0.06,-0.1,0.02,3455.17
183.487,-0.37,0.89,-9.63,0.06,-0.1,0.02,3455.17
183.532,-0.37,0.89,-9.64,0.06,-0.1,0,3456.02
183.577,-0.37,0.89,-9.64,0.06,-0.1,0,3456.02
183.641,-0.33,0.92,-9.73,0.06,-0.08,-0.05,3455.59
183.655,-0.33,0.92,-9.73,0.06,-0.08,-0.05,3455.59
183.758,-0.34,0.9,-9.64,0.07,-0.06,-0.13,3456.02
183.802,-0.34,0.9,-9.64,0.07,-0.06,-0.13,3456.02
183.852,-0.33,0.87,-9.62,0.07,-0.06,-0.13,3456.44
183.884,-0.33,0.87,-9.62,0.07,-0.06,-0.13,3456.44
183.93,-0.33,0.87,-9.62,0.07,-0.06,-0.13,3456.44
183.975,-0.33,0.87,-9.62,0.07,-0.06,-0.13,3456.44
184.018,-0.33,0.87,-9.62,0.07,-0.06,-0.13,3456.44
184.061,-0.24,0.88,-9.61,0.08,-0.05,-0.09,3456.44
184.107,-0.24,0.88,-9.61,0.08,-0.05,-0.09,3456.44
184.154,-0.13,0.61,-9.78,0.07,-0.05,-0.03,3454.74
184.198,-0.08,0.75,-9.79,0.1,-0.04,-0.14,3456.02
184.278,-0.04,0.63,-9.66,0.12,-0.01,-0.1,3457.71
184.327,-0.04,0.63,-9.66,0.12,-0.01,-0.1,3457.71
184.375,-0.2,0.74,-9.69,0.08,-0.06,-0.06,3457.29
184.421,-0.13,0.78,-9.64,0.07,-0.06,-0.06,3457.71
184.468,-0.13,0.78,-9.64,0.07,-0.06,-0.06,3457.71
184.513,-0.17,0.76,-9.67,0.07,-0.09,-0.04,3456.02
184.558,-0.17,0.76,-9.67,0.07,-0.09,-0.04,3456.02
184.603,-0.17,0.76,-9.67,0.07,-0.09,-0.04,3456.02
184.648,-0.16,0.77,-9.66,0.07,-0.09,-0.04,3457.71
184.694,-0.16,0.77,-9.66,0.07,-0.09,-0.04,3457.71
184.738,-0.16,0.72,-9.67,0.07,-0.09,-0.05,3457.71
184.831,-0.16,0.72,-9.67,0.07,-0.09,-0.05,3457.71
184.879,-0.15,0.74,-9.67,0.06,-0.09,-0.04,3457.29
184.927,-0.15,0.74,-9.67,0.06,-0.09,-0.04,3457.29
184.955,-0.14,0.75,-9.66,0.06,-0.09,-0.04,3457.29
184.997,-0.14,0.75,-9.66,0.06,-0.09,-0.04,3457.29
185.056,-0.14,0.75,-9.66,0.06,-0.09,-0.04,3457.29
185.086,-0.14,0.75,-9.66,0.06,-0.09,-0.04,3457.29
185.136,-0.15,0.75,-9.66,0.08,-0.09,-0.04,3457.29
185.167,-0.18,0.68,-9.69,0.06,-0.08,-0.05,3459.41
185.212,-0.18,0.68,-9.69,0.06,-0.08,-0.05,3459.41
185.258,-0.06,0.77,-9.63,0.07,-0.08,-0.05,3457.71
185.394,-0.18,0.78,-9.65,0.06,-0.08,-0.1,3458.98
185.442,-0.11,0.76,-9.65,0.07,-0.08,-0.08,3457.29
185.488,-0.11,0.76,-9.65,0.07,-0.08,-0.08,3457.29
185.534,-0.11,0.76,-9.65,0.07,-0.08,-0.08,3457.29
185.58,-0.21,0.64,-9.68,0.06,-0.06,-0.14,3457.71
185.627,-0.21,0.64,-9.68,0.06,-0.06,-0.14,3457.71
185.67,-0.21,0.64,-9.68,0.06,-0.06,-0.14,3457.71
185.716,-0.13,0.73,-9.67,0.09,-0.11,0.1,3457.71
185.762,-0.13,0.73,-9.67,0.09,-0.11,0.1,3457.71
185.85,-0.09,0.84,-9.65,0.07,-0.08,-0.04,3457.29
185.893,-0.09,0.84,-9.65,0.07,-0.08,-0.04,3457.29
185.936,-0.09,0.84,-9.65,0.07,-0.08,-0.04,3457.29
185.98,-0.09,0.84,-9.65,0.07,-0.08,-0.04,3457.29
186.02,-0.27,0.42,-9.75,0.07,-0.08,-0.04,3457.71
186.064,-0.27,0.42,-9.75,0.07,-0.08,-0.04,3457.71
186.105,-0.27,0.42,-9.75,0.07,-0.08,-0.04,3457.71
186.15,-0.15,0.63,-9.69,0.05,-0.07,-0.04,3457.29
186.193,-0.15,0.63,-9.69,0.05,-0.07,-0.04,3457.29
186.24,-0.11,0.73,-9.66,0.06,-0.09,-0.06,3457.29
186.286,-0.11,0.73,-9.66,0.06,-0.09,-0.06,3457.29
186.426,-0.11,0.66,-9.67,0.06,-0.07,-0.09,3456.86
186.486,-0.16,0.64,-9.69,0.06,-0.08,-0.04,3456.02
186.515,-0.15,0.6,-9.7,0.07,-0.08,-0.05,3458.14
186.56,-0.15,0.6,-9.7,0.07,-0.08,-0.05,3458.14
186.605,-0.09,0.82,-9.63,0.07,-0.08,-0.05,3457.71
186.651,-0.09,0.82,-9.63,0.07,-0.08,-0.05,3457.71
186.695,-0.09,0.82,-9.63,0.07,-0.08,-0.05,3457.71
186.741,-0.12,0.76,-9.65,0.06,-0.07,-0.1,3457.29
186.786,-0.12,0.76,-9.65,0.06,-0.07,-0.1,3457.29
186.889,-0.16,0.69,-9.68,0.06,-0.09,0.01,3456.86
186.934,-0.16,0.69,-9.68,0.06,-0.09,0.01,3456.86
186.978,-0.16,0.69,-9.68,0.06,-0.09,0.01,3456.86
187.021,-0.16,0.69,-9.68,0.06,-0.09,0.01,3456.86
187.065,-0.15,0.72,-9.67,0.06,-0.09,0.01,3456.86
187.108,-0.15,0.72,-9.67,0.06,-0.09,0.01,3456.86
187.152,-0.15,0.72,-9.67,0.06,-0.09,0.01,3456.86
187.198,-0.13,0.69,-9.67,0.07,-0.1,0.05,3456.86
187.242,-0.13,0.69,-9.67,0.07,-0.1,0.05,3456.86
187.29,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3456.86
187.404,-0.14,0.71,-9.66,0.06,-0.08,-0.05,3457.71
187.438,-0.15,0.7,-9.67,0.06,-0.08,-0.05,3457.29
187.46,-0.15,0.7,-9.67,0.06,-0.08,-0.05,3457.29
187.506,-0.14,0.7,-9.67,0.06,-0.08,-0.05,3456.44
187.551,-0.14,0.7,-9.67,0.06,-0.08,-0.05,3456.44
187.599,-0.15,0.7,-9.66,0.06,-0.08,-0.05,3457.29
187.645,-0.15,0.7,-9.67,0.06,-0.08,-0.05,3456.86
187.688,-0.15,0.7,-9.67,0.06,-0.08,-0.05,3456.86
187.73,-0.15,0.7,-9.66,0.06,-0.08,-0.05,3456.86
187.773,-0.15,0.7,-9.66,0.06,-0.08,-0.05,3456.86
187.814,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3458.14
187.906,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3458.14
187.948,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3458.14
187.989,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3458.14
188.033,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3457.29
188.076,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3457.29
188.122,-0.15,0.71,-9.66,0.06,-0.08,-0.05,3456.86
188.168,-0.16,0.7,-9.67,0.06,-0.08,-0.05,3458.56
188.212,-0.16,0.7,-9.67,0.06,-0.08,-0.05,3458.56
188.257,-0.16,0.7,-9.67,0.06,-0.08,-0.05,3457.29
188.301,-0.16,0.7,-9.67,0.06,-0.08,-0.05,3457.29
188.349,-0.15,0.7,-9.67,0.06,-0.08,-0.05,3457.71
188.474,-0.15,0.71,-9.67,0.06,-0.08,-0.05,3456.02
