Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Distance
58.861,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3453.47
58.89,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3453.47
58.936,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3453.47
58.981,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3453.05
59.026,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3453.05
59.068,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3453.05
59.181,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3452.63
59.226,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3452.63
59.269,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3454.32
59.314,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3454.32
59.36,-1.05,0.44,-9.62,0.06,-0.08,-0.05,3450.93
59.408,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3453.05
59.454,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3453.05
59.498,-1.06,0.44,-9.61,0.06,-0.08,-0.05,3453.05
59.544,-1.05,0.45,-9.62,0.06,-0.08,-0.05,3454.32
59.589,-1.05,0.45,-9.62,0.06,-0.08,-0.05,3454.32
59.699,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3453.05
59.746,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3453.05
59.791,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3453.05
59.836,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3453.05
59.881,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3452.2
59.927,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3452.2
59.972,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3452.2
60.018,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3450.93
60.064,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3454.32
60.103,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3454.32
60.219,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3451.78
60.266,-1.06,0.44,-9.62,0.06,-0.08,-0.05,3451.78
60.312,-1.05,0.44,-9.61,0.06,-0.08,-0.05,3453.05
60.358,-1.05,0.44,-9.61,0.06,-0.08,-0.05,3453.05
60.407,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3452.2
60.451,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3453.05
60.496,-1.06,0.45,-9.62,0.06,-0.08,-0.05,3453.05
60.542,-1.06,0.44,-9.61,0.06,-0.08,-0.05,3453.47
60.588,-1.06,0.44,-9.61,0.06,-0.08,-0.05,3453.47
60.634,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3453.9
60.737,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3452.2
60.783,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3452.2
60.826,-1.05,0.44,-9.61,0.06,-0.08,-0.05,3450.08
60.872,-1.05,0.44,-9.61,0.06,-0.08,-0.05,3450.08
60.915,-1.07,0.44,-9.61,0.06,-0.08,-0.05,3452.63
60.962,-1.07,0.44,-9.61,0.06,-0.08,-0.05,3452.63
61.006,-1.07,0.44,-9.61,0.06,-0.08,-0.05,3452.63
61.052,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3453.05
61.096,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3453.05
61.146,-1.05,0.46,-9.61,0.06,-0.08,-0.05,3452.63
61.235,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3450.93
61.281,-1.05,0.44,-9.61,0.06,-0.08,-0.05,3455.17
61.329,-1.05,0.44,-9.61,0.06,-0.08,-0.05,3455.17
61.374,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3453.05
61.419,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3452.63
61.464,-1.06,0.45,-9.61,0.06,-0.08,-0.05,3452.63
61.51,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3453.47
61.556,-1.05,0.45,-9.61,0.06,-0.08,-0.05,3453.47
61.601,-1.06,0.44,-9.61,0.06,-0.08,-0.05,3452.2
61.649,-1.05,0.45,-9.6,0.06,-0.08,-0.05,3453.05
61.788,-1.05,0.45,-9.6,0.06,-0.08,-0.05,3453.05
61.83,-1.05,0.45,-9.6,0.06,-0.08,-0.05,3453.05
61.874,-1.08,0.44,-9.6,0.06,-0.08,-0.05,3453.05
61.919,-1.08,0.44,-9.6,0.06,-0.08,-0.05,3453.05
61.965,-1.08,0.44,-9.6,0.06,-0.08,-0.05,3453.05
62.011,-1.08,0.44,-9.6,0.06,-0.08,-0.05,3453.05
62.059,-1.32,0.64,-9.63,0.07,-0.07,-0.05,3452.2
62.101,-1.32,0.64,-9.63,0.07,-0.07,-0.05,3452.2
62.15,-1.32,0.64,-9.63,0.07,-0.07,-0.05,3452.2
62.242,-1.3,0.41,-9.59,0.06,-0.09,-0.05,3451.35
62.293,-1.3,0.41,-9.59,0.06,-0.09,-0.05,3451.35
62.324,-0.69,0,-9.77,0,-0.15,-0.06,3454.74
62.356,-0.69,0,-9.77,0,-0.15,-0.06,3454.74
62.398,-1.9,0.35,-9.06,-0.06,-0.3,0.09,3452.2
62.443,-1.9,0.35,-9.06,-0.06,-0.3,0.09,3452.2
62.489,-1.9,0.35,-9.06,-0.06,-0.3,0.09,3452.2
62.534,-1.9,0.35,-9.06,-0.06,-0.3,0.09,3452.2
62.581,-1.31,0.49,-9.31,0.09,-0.33,0.15,3451.35
62.627,-0.82,0.82,-9.61,0.13,-0.25,0.33,3451.35
62.67,-0.82,0.82,-9.61,0.13,-0.25,0.33,3451.35
62.765,-1.02,0.15,-9.76,0.21,0.06,-0.19,3452.63
62.811,-1.16,0.33,-9.62,0.21,0.06,-0.19,3452.2
62.851,-1.16,0.38,-9.62,0.11,0.11,-0.28,3452.2
62.892,-1.16,0.38,-9.62,0.11,0.11,-0.28,3452.2
62.935,-1.16,0.38,-9.62,0.11,0.11,-0.28,3452.2
62.979,-1.16,0.38,-9.62,0.11,0.11,-0.28,3452.2
63.024,-1.16,0.38,-9.62,0.11,0.11,-0.28,3452.2
63.072,-0.78,0.55,-9.59,0,0.06,-0.29,3453.47
63.108,-0.78,0.55,-9.59,0,0.06,-0.29,3453.47
63.157,-0.78,0.55,-9.59,0,0.06,-0.29,3453.47
63.204,-0.78,0.55,-9.59,0,0.06,-0.29,3453.47
63.314,-0.86,0.33,-9.65,0,0.06,-0.29,3454.74
63.361,-0.86,0.33,-9.65,0,0.06,-0.29,3454.74
63.408,-0.89,0.18,-9.77,0.04,-0.23,0.04,3451.78
63.456,-0.89,0,-9.74,0.04,-0.23,0.04,3451.35
63.5,-0.89,0,-9.74,0.04,-0.23,0.04,3451.35
63.546,-1.33,0.52,-9.51,0.02,-0.19,0.07,3451.78
63.591,-1.53,0.63,-9.47,0.02,-0.19,0.07,3453.05
63.638,-1.53,0.63,-9.47,0.02,-0.19,0.07,3453.05
63.681,-1.49,0.61,-9.65,0.12,-0.27,0.23,3453.05
63.725,-1.49,0.61,-9.65,0.12,-0.27,0.23,3453.05
63.844,-1.15,0.48,-9.47,0.07,0.05,-0.15,3453.05
63.888,-1.32,0.45,-9.54,0.02,-0.22,0.05,3453.05
63.932,-1.32,0.45,-9.54,0.02,-0.22,0.05,3453.05
63.978,-1.1,0.52,-9.66,-0.04,-0.19,-0.06,3451.35
64.023,-1.1,0.52,-9.66,-0.04,-0.19,-0.06,3451.35
64.068,-1.43,0.75,-9.49,-0.04,-0.21,0.08,3451.35
64.112,-1.46,0.41,-9.56,0.05,-0.27,0.21,3450.93
64.158,-1.46,0.41,-9.56,0.05,-0.27,0.21,3450.93
64.201,-1.62,0.14,-9.74,0.18,-0.27,0.37,3452.63
64.246,-1.62,0.14,-9.74,0.18,-0.27,0.37,3452.63
64.346,-1.12,0.42,-9.61,0.05,0.13,-0.33,3452.2
64.394,-0.81,0.33,-9.62,0.06,0.07,-0.22,3454.74
64.439,-0.81,0.33,-9.62,0.06,0.07,-0.22,3454.74
64.483,-0.81,0.33,-9.62,0.06,0.07,-0.22,3454.74
64.53,-0.81,0.48,-9.6,0.04,0.15,-0.3,3453.05
64.575,-1.32,0.07,-9.99,-0.01,-0.24,0.05,3453.05
64.636,-1.32,0.07,-9.99,-0.01,-0.24,0.05,3453.05
64.667,-1.32,0.52,-9.47,0,-0.36,0.14,3451.35
64.711,-1.32,0.52,-9.47,0,-0.36,0.14,3451.35
64.754,-1.36,0.85,-9.08,-0.07,-0.11,-0.04,3452.2
64.858,-1.37,0.61,-9.3,0.09,-0.38,0.42,3449.66
64.901,-1.37,0.61,-9.3,0.09,-0.38,0.42,3449.66
64.946,-1.37,0.61,-9.3,0.09,-0.38,0.42,3449.66
64.99,-1.37,0.61,-9.3,0.09,-0.38,0.42,3449.66
65.033,-1.37,0.61,-9.3,0.09,-0.38,0.42,3449.66
65.078,-1.37,0.61,-9.3,0.09,-0.38,0.42,3449.66
65.123,-1.66,0.63,-9.41,0.2,-0.17,0.21,3450.51
65.166,-1.06,0.48,-9.66,0.26,0.16,-0.36,3450.93
65.211,-1.06,0.48,-9.66,0.26,0.16,-0.36,3450.93
65.26,-1.33,0.45,-9.6,0.05,0.1,-0.23,3454.32
65.372,-1.33,0.45,-9.6,0.05,0.1,-0.23,3454.32
65.417,-0.91,0.5,-9.8,0.01,-0.07,-0.29,3451.78
65.462,-0.91,0.5,-9.8,0.01,-0.07,-0.29,3451.78
65.508,-0.84,0.94,-10.09,-0.07,-0.27,0.1,3451.78
65.555,-1.37,0.86,-9.36,-0.07,-0.21,-0.04,3451.78
65.6,-1.37,0.86,-9.36,-0.07,-0.21,-0.04,3451.78
65.646,-1.44,0.98,-9.25,-0.12,-0.16,0.02,3450.93
65.691,-1.31,-0.13,-9.58,0.24,-0.28,0.36,3453.9
65.735,-1.31,-0.13,-9.58,0.24,-0.28,0.36,3453.9
65.776,-0.81,0.92,-9.57,0.11,0.21,-0.3,3452.2
65.862,-1.04,0.45,-9.6,0.09,0.09,-0.32,3453.47
65.901,-1.04,0.45,-9.6,0.09,0.09,-0.32,3453.47
65.946,-0.78,0.49,-9.97,-0.02,-0.11,-0.15,3451.78
65.995,-1.4,0.73,-9.76,-0.02,-0.45,0.26,3450.51
66.041,-1.4,0.73,-9.76,-0.02,-0.45,0.26,3450.51
66.098,-1.01,0.33,-9.36,0.14,-0.2,0.19,3452.2
66.127,-1.01,0.33,-9.36,0.14,-0.2,0.19,3452.2
66.171,-1.5,0.55,-9.53,0.16,-0.1,0.08,3451.35
66.215,-1.24,0.63,-9.63,0.16,-0.1,0.08,3450.08
66.26,-1.24,0.63,-9.63,0.16,-0.1,0.08,3450.08
66.306,-1.29,0.59,-9.58,0.06,-0.08,-0.05,3451.35
66.415,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3451.78
66.46,-1.3,0.6,-9.56,0.06,-0.08,-0.05,3451.35
66.506,-1.3,0.6,-9.56,0.06,-0.08,-0.05,3451.35
66.55,-1.3,0.6,-9.56,0.06,-0.08,-0.05,3451.35
66.595,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3450.93
66.644,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3450.93
66.674,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3450.08
66.717,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3450.08
66.764,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3450.51
66.813,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3450.51
66.908,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3450.51
66.954,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3450.51
66.999,-1.29,0.61,-9.57,0.06,-0.08,-0.05,3452.63
67.045,-1.29,0.61,-9.57,0.06,-0.08,-0.05,3453.47
67.092,-1.29,0.61,-9.57,0.06,-0.08,-0.05,3453.47
67.138,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3451.35
67.182,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3451.35
67.227,-1.31,0.6,-9.56,0.06,-0.08,-0.05,3452.2
67.27,-1.29,0.6,-9.57,0.06,-0.08,-0.05,3452.63
67.317,-1.29,0.6,-9.57,0.06,-0.08,-0.05,3452.63
67.433,-1.29,0.59,-9.57,0.06,-0.08,-0.05,3450.93
67.48,-1.29,0.59,-9.57,0.06,-0.08,-0.05,3450.93
67.541,-1.29,0.6,-9.57,0.06,-0.08,-0.05,3452.63
67.573,-1.29,0.6,-9.57,0.06,-0.08,-0.05,3451.78
67.618,-1.29,0.6,-9.57,0.06,-0.08,-0.05,3451.78
67.664,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3453.9
67.709,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3453.9
67.753,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3453.9
67.797,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3452.2
67.84,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3452.2
67.935,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3452.2
67.977,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3451.35
68.018,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3450.93
68.063,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3450.93
68.107,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3450.93
68.155,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3450.93
68.199,-1.3,0.59,-9.56,0.06,-0.08,-0.05,3447.96
68.247,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3451.35
68.278,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3451.35
68.323,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3451.35
68.371,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3451.35
68.483,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3450.08
68.529,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3450.08
68.565,-1.29,0.6,-9.56,0.06,-0.08,-0.05,3451.78
68.61,-1.29,0.6,-9.56,0.06,-0.08,-0.05,3451.78
68.657,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3450.08
68.702,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3451.78
68.748,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3451.78
68.793,-1.29,0.6,-9.56,0.06,-0.08,-0.05,3452.2
68.839,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3452.2
68.884,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3452.2
68.989,-1.29,0.59,-9.58,0.06,-0.08,-0.05,3452.2
69.035,-1.29,0.59,-9.58,0.06,-0.08,-0.05,3452.2
69.08,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3452.63
69.124,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3452.63
69.168,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3452.2
69.213,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3452.2
69.257,-1.29,0.61,-9.58,0.06,-0.08,-0.05,3452.2
69.304,-1.29,0.61,-9.58,0.06,-0.08,-0.05,3452.2
69.351,-1.29,0.61,-9.58,0.06,-0.08,-0.05,3452.2
69.399,-1.3,0.61,-9.57,0.06,-0.08,-0.05,3453.05
69.514,-1.3,0.59,-9.56,0.06,-0.08,-0.05,3450.51
69.563,-1.3,0.59,-9.56,0.06,-0.08,-0.05,3450.51
69.608,-1.3,0.61,-9.57,0.06,-0.08,-0.05,3455.17
69.655,-1.3,0.61,-9.57,0.06,-0.08,-0.05,3455.17
69.705,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3452.2
69.749,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3452.2
69.793,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3452.2
69.841,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3453.05
69.872,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3453.05
69.916,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3453.05
70.001,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3453.9
70.046,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3451.78
70.091,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3451.78
70.144,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3451.78
70.178,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3451.78
70.225,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3451.35
70.268,-1.29,0.6,-9.56,0.06,-0.08,-0.05,3453.47
70.311,-1.29,0.6,-9.56,0.06,-0.08,-0.05,3453.47
70.355,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3452.63
70.421,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3452.63
70.437,-1.29,0.6,-9.56,0.06,-0.08,-0.05,3451.78
70.554,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3452.2
70.6,-1.29,0.59,-9.57,0.06,-0.08,-0.05,3451.78
70.646,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3452.63
70.691,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3452.63
70.736,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3452.63
70.779,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3452.63
70.825,-1.29,0.6,-9.58,0.06,-0.08,-0.05,3452.63
70.866,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3452.63
70.911,-1.3,0.59,-9.58,0.06,-0.08,-0.05,3452.63
70.958,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3452.2
71.004,-1.3,0.6,-9.58,0.06,-0.08,-0.05,3452.2
71.087,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3453.05
71.133,-1.3,0.6,-9.57,0.06,-0.08,-0.05,3453.05
71.178,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3450.51
71.223,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3450.51
71.27,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3450.51
71.315,-1.3,0.59,-9.57,0.06,-0.08,-0.05,3450.51
71.358,-1.16,0.64,-9.56,0.06,-0.08,-0.05,3453.47
71.401,-1.22,0.18,-9.8,0.05,-0.09,-0.04,3453.05
71.447,-1.22,0.18,-9.8,0.05,-0.09,-0.04,3453.05
71.492,-1.37,0.58,-9.61,0.08,-0.07,-0.11,3453.05
71.538,-1.37,0.58,-9.61,0.08,-0.07,-0.11,3453.05
71.657,-1.03,0.95,-9.46,0.07,0.03,-0.3,3453.47
71.702,-0.9,0.38,-9.75,0.06,0.02,-0.15,3454.74
71.748,-0.9,0.38,-9.75,0.06,0.02,-0.15,3454.74
71.795,-1.25,0.36,-9.79,0.06,0.02,-0.15,3452.63
71.856,-1.25,0.36,-9.79,0.06,0.02,-0.15,3452.63
71.885,-1.25,0.36,-9.79,0.06,0.02,-0.15,3452.63
71.93,-1.59,1.11,-9.53,0.07,-0.21,0.12,3451.35
71.974,-1.59,1.11,-9.53,0.07,-0.21,0.12,3451.35
72.019,-1.2,0.48,-9.55,-0.01,-0.11,-0.09,3450.08
72.06,-1.2,0.48,-9.55,-0.01,-0.11,-0.09,3450.08
72.135,-1.2,0.48,-9.55,-0.01,-0.11,-0.09,3450.08
72.182,-1.24,0.78,-9.52,0.03,-0.18,0.05,3450.08
72.227,-1.45,0.74,-9.54,-0.05,-0.07,-0.03,3450.08
72.271,-1.45,0.74,-9.54,-0.05,-0.07,-0.03,3450.08
72.316,-1.3,0.9,-9.7,0.11,-0.19,0.18,3453.05
72.365,-1.3,0.9,-9.7,0.11,-0.19,0.18,3453.05
72.414,-1.43,0.71,-8.71,0.16,-0.1,0.01,3449.66
72.445,-1.32,0.68,-9.51,0.12,0.22,-0.51,3452.2
72.491,-1.32,0.68,-9.51,0.12,0.22,-0.51,3452.2
72.537,-1.55,0.87,-9.43,0.01,-0.01,-0.24,3451.35
72.583,-1.55,0.87,-9.43,0.01,-0.01,-0.24,3451.35
72.675,-1.31,0.96,-9.42,-0.07,-0.01,-0.16,3451.35
72.719,-1.31,0.96,-9.42,-0.07,-0.01,-0.16,3451.35
72.765,-1.48,0.98,-9.47,-0.07,-0.01,-0.16,3451.78
72.811,-1.48,0.98,-9.47,-0.07,-0.01,-0.16,3451.78
72.858,-1.48,0.98,-9.47,-0.07,-0.01,-0.16,3451.78
72.922,-1.48,0.98,-9.47,-0.07,-0.01,-0.16,3451.78
72.935,-1.48,0.98,-9.47,-0.07,-0.01,-0.16,3451.78
72.98,-1.47,1.02,-9.56,-0.01,-0.21,0.08,3449.66
73.026,-1.47,1.02,-9.56,-0.01,-0.21,0.08,3449.66
73.07,-1.7,0.97,-9.43,-0.01,-0.21,0.08,3451.35
73.118,-1.93,0.85,-9.57,0.14,-0.29,0.18,3450.93
73.241,-1.66,0.85,-9.44,0.13,-0.17,0.07,3448.81
73.285,-0.96,1.3,-10.01,0.13,-0.17,0.07,3449.24
73.33,-0.96,1.3,-10.01,0.13,-0.17,0.07,3449.24
73.376,-1.72,0.76,-8.94,0.25,-0.05,-0.18,3452.63
73.421,-1.38,1.08,-9.59,0.25,-0.05,-0.18,3450.51
73.465,-1.38,1.08,-9.59,0.25,-0.05,-0.18,3450.51
73.51,-1.33,0.88,-9.57,-0.02,-0.06,-0.1,3451.78
73.555,-1.33,0.88,-9.57,-0.02,-0.06,-0.1,3451.78
73.601,-1.14,0.5,-9.83,-0.02,-0.06,-0.1,3450.51
73.648,-1.44,1.14,-9.33,-0.14,-0.13,0.02,3452.2
73.739,-1.87,1.52,-9.22,-0.14,-0.13,0.02,3448.81
73.784,-1.87,1.52,-9.22,-0.14,-0.13,0.02,3448.81
73.83,-2.04,1.18,-9.37,-0.06,-0.32,0.25,3448.81
73.878,-2.04,1.18,-9.37,-0.06,-0.32,0.25,3448.81
73.92,-2.04,1.18,-9.37,-0.06,-0.32,0.25,3448.81
73.964,-1.42,1.23,-9.4,0.2,-0.13,0.17,3451.78
74.008,-1.42,1.23,-9.4,0.2,-0.13,0.17,3451.78
74.052,-1.42,1.23,-9.4,0.2,-0.13,0.17,3451.78
74.096,-1.81,0.64,-9.46,0.18,0.04,-0.21,3450.51
74.146,-1.81,0.64,-9.46,0.18,0.04,-0.21,3450.51
74.177,-1.25,1.1,-9.57,0.33,0.32,-0.6,3451.35
74.27,-1.51,0.72,-9.2,-0.02,0.1,-0.35,3452.63
74.317,-1.23,1.06,-9.6,-0.09,0,-0.15,3451.78
74.366,-1.6,1.45,-9.19,-0.1,-0.1,-0.02,3450.51
74.395,-1.6,1.45,-9.19,-0.1,-0.1,-0.02,3450.51
74.44,-1.6,1.45,-9.19,-0.1,-0.1,-0.02,3450.51
74.486,-1.6,1.45,-9.19,-0.1,-0.1,-0.02,3450.51
74.532,-1.6,1.45,-9.19,-0.1,-0.1,-0.02,3450.51
74.577,-1.92,1.31,-9.4,-0.04,-0.34,0.27,3452.2
74.622,-1.6,0.78,-9.45,0.27,-0.08,0.06,3450.08
74.684,-1.6,0.78,-9.45,0.27,-0.08,0.06,3450.08
74.699,-1.2,0.31,-9.63,0.25,0.23,-0.47,3448.81
74.813,-1.2,0.31,-9.63,0.25,0.23,-0.47,3448.81
74.857,-1.59,0.89,-9.47,0.16,0.01,-0.2,3452.63
74.9,-1.59,0.89,-9.47,0.16,0.01,-0.2,3452.63
74.944,-1.52,0.86,-9.46,0.01,-0.01,-0.24,3449.66
74.988,-1.4,0.74,-9.54,0.01,-0.01,-0.24,3450.93
75.032,-1.4,0.74,-9.54,0.01,-0.01,-0.24,3450.93
75.076,-1.4,0.74,-9.54,0.01,-0.01,-0.24,3450.93
75.12,-1.4,0.74,-9.54,0.01,-0.01,-0.24,3450.93
75.164,-1.48,0.84,-9.62,-0.03,-0.14,0.01,3453.47
75.208,-1.48,0.84,-9.62,-0.03,-0.14,0.01,3453.47
75.251,-1.68,1.32,-9.07,-0.07,-0.24,0.13,3450.08
75.361,-1.98,0.95,-10.19,0.29,-0.23,0.24,3449.24
75.41,-1.35,1.45,-10.63,0.01,-0.07,-0.16,3449.66
75.457,-1.42,0.82,-10.33,-0.02,-0.19,0.03,3451.78
75.501,-1.42,0.82,-10.33,-0.02,-0.19,0.03,3451.78
75.546,-1.56,0.7,-9.43,0.03,-0.07,-0.07,3451.78
75.591,-1.55,0.74,-9.5,0.07,-0.04,-0.12,3449.66
75.636,-1.55,0.74,-9.5,0.07,-0.04,-0.12,3449.66
75.68,-1.47,0.82,-9.45,0.07,-0.1,-0.02,3450.93
75.722,-1.47,0.82,-9.45,0.07,-0.1,-0.02,3450.93
75.767,-1.44,0.84,-9.53,0.07,-0.1,-0.02,3450.93
75.864,-1.44,0.84,-9.53,0.07,-0.1,-0.02,3450.93
75.906,-1.48,0.84,-9.53,0.07,-0.1,-0.02,3451.35
75.948,-1.48,0.84,-9.53,0.07,-0.1,-0.02,3451.35
75.99,-1.5,0.83,-9.5,0.07,-0.09,-0.04,3451.35
76.034,-1.5,0.83,-9.5,0.07,-0.09,-0.04,3451.35
76.091,-1.5,0.82,-9.52,0.06,-0.08,-0.05,3452.63
76.118,-1.49,0.82,-9.51,0.06,-0.09,-0.05,3450.08
76.164,-1.49,0.82,-9.51,0.06,-0.09,-0.05,3450.08
76.208,-1.49,0.82,-9.52,0.06,-0.08,-0.05,3450.08
76.252,-1.49,0.82,-9.52,0.06,-0.08,-0.05,3450.08
76.301,-1.5,0.83,-9.52,0.06,-0.08,-0.05,3449.66
76.42,-1.49,0.83,-9.52,0.06,-0.08,-0.05,3451.78
76.467,-1.49,0.83,-9.52,0.06,-0.08,-0.05,3451.78
76.513,-1.5,0.82,-9.53,0.06,-0.08,-0.05,3450.51
76.56,-1.5,0.82,-9.53,0.06,-0.08,-0.05,3450.51
76.609,-1.51,0.81,-9.52,0.06,-0.08,-0.05,3452.63
76.656,-1.51,0.86,-9.56,0.06,-0.08,-0.05,3450.93
76.7,-1.51,0.86,-9.56,0.06,-0.08,-0.05,3450.93
76.745,-1.54,0.78,-9.53,0.06,-0.08,-0.05,3450.93
76.789,-1.54,0.78,-9.53,0.06,-0.08,-0.05,3450.93
76.833,-1.54,0.78,-9.53,0.06,-0.08,-0.05,3450.93
76.937,-1.5,0.79,-9.51,0.06,-0.08,-0.05,3450.51
76.981,-1.5,0.79,-9.51,0.06,-0.08,-0.05,3450.51
77.027,-1.49,0.82,-9.5,0.06,-0.08,-0.05,3450.93
77.062,-1.49,0.82,-9.5,0.06,-0.08,-0.05,3450.93
77.107,-1.5,0.83,-9.49,0.06,-0.08,-0.05,3451.35
77.155,-1.5,0.83,-9.49,0.06,-0.08,-0.05,3451.35
77.205,-1.49,0.83,-9.51,0.06,-0.08,-0.05,3451.35
77.238,-1.49,0.83,-9.51,0.06,-0.08,-0.05,3451.35
77.27,-1.49,0.82,-9.52,0.06,-0.08,-0.05,3452.2
77.317,-1.5,0.82,-9.52,0.06,-0.08,-0.05,3450.51
77.361,-1.5,0.82,-9.53,0.06,-0.08,-0.05,3450.51
77.481,-1.5,0.81,-9.52,0.06,-0.08,-0.05,3451.78
77.554,-1.5,0.81,-9.52,0.06,-0.08,-0.05,3451.78
77.568,-1.51,0.81,-9.52,0.06,-0.08,-0.05,3452.2
77.614,-1.51,0.81,-9.52,0.06,-0.08,-0.05,3452.2
77.661,-1.5,0.82,-9.51,0.06,-0.08,-0.05,3450.51
77.705,-1.5,0.82,-9.55,0.06,-0.08,-0.05,3450.08
77.751,-1.5,0.82,-9.55,0.06,-0.08,-0.05,3450.08
77.794,-1.58,0.75,-9.52,0.06,-0.08,-0.05,3449.66
77.839,-1.58,0.75,-9.52,0.06,-0.08,-0.05,3449.66
77.885,-1.58,0.75,-9.52,0.06,-0.08,-0.05,3449.66
